task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	99/c06f2a	6386297	snp_calling:fastaIndex (Reference FASTA index building)	COMPLETED	0	2026-03-26 15:48:50.723	59s	1s	97.1%	3.8 MB	11.6 MB	456.2 MB	103.8 KB
2	7d/9fb5ab	6386298	snp_calling:gatkIndex (Reference GATK index building)	COMPLETED	0	2026-03-26 15:48:51.721	1m 58s	4s	93.7%	509.3 MB	4.2 GB	469.4 MB	1.2 MB
7	35/150d0a	6386302	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:48:55.719	2m 54s	1m 25s	326.6%	1.2 GB	1.6 GB	1.7 GB	1.9 GB
8	8f/2a6464	6386303	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:48:56.718	2m 53s	1m 27s	352.9%	681.6 MB	1 GB	1.8 GB	2.1 GB
4	b2/dcd6f5	6386299	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:48:52.748	2m 57s	1m 13s	349.3%	694.8 MB	1 GB	1.4 GB	1.6 GB
5	06/509198	6386300	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:48:53.720	2m 56s	1m 11s	361.1%	734.6 MB	1.1 GB	1.4 GB	1.6 GB
6	a1/aab597	6386301	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:48:54.719	3m 55s	2m 16s	332.6%	745.1 MB	1 GB	2.6 GB	2.9 GB
15	3b/a703fb	6386310	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:03.719	3m 46s	1m 49s	289.3%	636.3 MB	1 GB	1.7 GB	1.9 GB
10	ce/c101ad	6386305	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:48:58.720	3m 51s	2m 16s	285.2%	668.5 MB	1.1 GB	1.9 GB	2.2 GB
18	13/6e4909	6386313	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:06.720	3m 43s	1m 38s	338.8%	657.4 MB	1 GB	2 GB	2.3 GB
17	29/1d1409	6386312	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:05.721	3m 44s	1m 12s	344.9%	668.4 MB	1 GB	1.5 GB	1.7 GB
19	e1/6b9daf	6386314	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:07.719	3m 42s	1m 43s	285.1%	644.7 MB	1.1 GB	1.6 GB	1.9 GB
9	03/3a7d87	6386304	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:48:57.720	4m 52s	3m 45s	331.2%	742 MB	1 GB	4.2 GB	4.5 GB
22	32/fe8edf	6386317	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:10.719	4m 39s	1m 10s	348.5%	681.3 MB	1 GB	1.5 GB	1.7 GB
25	cc/f930c4	6386320	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:13.721	4m 36s	1m 50s	334.2%	648.7 MB	1 GB	2.2 GB	2.5 GB
28	ba/6ae6aa	6386322	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:15.720	4m 34s	1m 45s	284.2%	642.4 MB	1 GB	1.6 GB	1.8 GB
26	59/4a4a0a	6386321	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:14.720	4m 35s	1m 43s	304.2%	756.6 MB	1.1 GB	1.9 GB	2.2 GB
23	96/c622b2	6386318	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:11.719	4m 38s	2m	297.7%	651.4 MB	1 GB	2 GB	2.3 GB
16	f6/085846	6386311	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:04.720	5m 45s	3m 46s	332.3%	711.4 MB	1 GB	4.3 GB	4.6 GB
33	6a/bd36b1	6386327	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:20.718	5m 29s	1m 22s	320.8%	642.3 MB	1 GB	1.5 GB	1.7 GB
36	00/b1943a	6386331	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:24.719	5m 25s	1m 23s	305.3%	700.4 MB	1 GB	1.4 GB	1.5 GB
35	cd/4c763c	6386328	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:21.719	5m 28s	1m 37s	341.0%	778.8 MB	1.1 GB	1.8 GB	2.1 GB
40	85/26ef83	6386333	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:26.720	5m 23s	1m 13s	336.6%	843 MB	1.2 GB	1.5 GB	1.7 GB
39	7e/a20d1f	6386334	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:27.719	5m 22s	1m 48s	299.7%	695.1 MB	1.1 GB	1.9 GB	2.1 GB
3	2c/65bd44	6386296	snp_calling:bwaIndex (BWA index building)	COMPLETED	0	2026-03-26 15:48:50.157	7m	5m 45s	99.1%	681.2 MB	685.6 MB	1.8 GB	1.2 GB
12	d0/b2bee1	6386307	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:00.720	6m 49s	4m 36s	292.7%	699.7 MB	1.1 GB	4.2 GB	4.5 GB
20	1d/561990	6386315	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:08.719	6m 41s	4m 31s	270.0%	732.9 MB	1 GB	4 GB	4.3 GB
38	78/75c459	6386332	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:25.723	6m 24s	2m 10s	322.0%	681.4 MB	1 GB	2.5 GB	2.8 GB
41	bc/a030cb	6386337	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:30.719	6m 19s	2m 2s	343.0%	692 MB	1.1 GB	2.5 GB	2.9 GB
45	eb/a4d1df	6386341	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:34.720	6m 15s	1m 42s	327.3%	663.7 MB	1.1 GB	2 GB	2.3 GB
53	00/cd8639	6386345	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:38.719	6m 11s	1m 43s	304.6%	655.3 MB	1.1 GB	1.8 GB	2.1 GB
46	1d/07c99a	6386339	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:32.720	6m 17s	2m 2s	286.6%	691.6 MB	1 GB	2.1 GB	2.3 GB
21	50/968ed2	6386316	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:09.719	7m 40s	4m 8s	285.8%	827.5 MB	1.1 GB	3.9 GB	4.2 GB
24	c3/601241	6386319	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:12.719	7m 37s	4m 22s	351.9%	692 MB	1 GB	5.4 GB	6.1 GB
32	e1/bd10f2	6386326	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:19.719	7m 30s	3m 28s	322.4%	876.4 MB	1.2 GB	4 GB	4.5 GB
31	37/8cf3fd	6386343	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:36.718	7m 13s	2m 10s	336.1%	654 MB	1 GB	2.5 GB	2.9 GB
34	ef/8b7d49	6386330	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:23.718	7m 26s	4m 2s	304.9%	780 MB	1.1 GB	4 GB	4.3 GB
56	94/61c7eb	6386361	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:44.719	7m 5s	1m 41s	304.5%	744.5 MB	1 GB	1.8 GB	2.1 GB
58	52/15cc14	6386362	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:45.719	7m 4s	1m 23s	290.2%	648.1 MB	1 GB	1.4 GB	1.6 GB
52	49/f4c72a	6386348	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:41.719	7m 8s	1m 54s	296.3%	661.6 MB	1 GB	1.9 GB	2.1 GB
63	4a/9f268a	6386365	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:48.718	7m 1s	2m 1s	344.2%	678.4 MB	1.1 GB	2.5 GB	2.8 GB
57	cd/332002	6386360	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:43.718	8m 6s	2m 56s	299.1%	690.3 MB	1.1 GB	2.8 GB	3.2 GB
48	b9/800f9f	6386340	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:33.719	8m 16s	3m 5s	299.9%	901.1 MB	1.3 GB	3 GB	3.2 GB
59	f7/9457fb	6386367	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:50.720	7m 59s	1m 22s	324.2%	658.9 MB	1.1 GB	1.4 GB	1.6 GB
67	2c/02185b	6386371	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:54.720	7m 55s	1m 45s	315.3%	648.9 MB	1 GB	2 GB	2.3 GB
62	c5/f0e34c	6386366	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:49.719	8m	2m 1s	295.4%	700.7 MB	1 GB	2 GB	2.3 GB
65	5d/3937c7	6386369	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:52.720	7m 57s	1m 24s	302.2%	670.1 MB	1.1 GB	1.4 GB	1.6 GB
70	94/fbd8a3	6386374	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:57.719	7m 52s	1m 51s	346.7%	695.4 MB	1 GB	2.4 GB	2.7 GB
13	23/57d1a2	6386308	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:01.719	9m 48s	7m 39s	356.2%	819.9 MB	1 GB	9.5 GB	10.7 GB
64	2b/a389f3	6386368	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:51.720	8m 58s	2m 11s	301.4%	804 MB	1 GB	2.3 GB	2.6 GB
60	47/7ef47a	6386363	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:46.719	9m 3s	4m 2s	305.3%	721.7 MB	1 GB	4.1 GB	4.4 GB
68	98/e8e0a1	6386372	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:55.719	8m 54s	2m 26s	320.7%	995.8 MB	1.3 GB	2.7 GB	3.1 GB
75	a9/9dea4b	6386379	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:02.719	8m 47s	1m 44s	285.7%	632.6 MB	1 GB	1.6 GB	1.8 GB
77	33/665e11	6386382	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:05.719	8m 44s	1m 52s	287.9%	703.5 MB	1.1 GB	1.8 GB	2.1 GB
74	f8/1bebef	6386385	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:08.718	8m 41s	1m 8s	343.3%	687.5 MB	1 GB	1.3 GB	1.5 GB
73	af/2d7b28	6386377	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:00.719	8m 49s	1m 48s	295.5%	679.6 MB	1.1 GB	1.8 GB	2.1 GB
76	37/e07d61	6386380	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:03.721	8m 46s	1m 10s	344.8%	703.6 MB	1 GB	1.4 GB	1.6 GB
14	5a/ed2d16	6386309	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:02.720	10m 47s	8m 36s	350.8%	839.1 MB	1.1 GB	10.4 GB	11.6 GB
44	4e/f67e90	6386338	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:31.719	10m 18s	5m 28s	339.6%	702.9 MB	1.1 GB	6.6 GB	7.5 GB
54	a6/62552c	6386347	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:40.719	10m 9s	4m 29s	285.9%	774.1 MB	1.1 GB	3.8 GB	4.1 GB
50	06/84df09	6386370	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:53.719	9m 56s	3m 52s	321.8%	703.8 MB	1.1 GB	4.1 GB	4.4 GB
69	e7/7d7947	6386375	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:58.719	9m 51s	3m 42s	312.7%	726.3 MB	1.1 GB	4 GB	4.3 GB
79	6d/ad695e	6386383	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:06.718	9m 43s	2m 19s	294.0%	678.1 MB	1.1 GB	2.3 GB	2.7 GB
84	bc/96c8ff	6386390	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:13.719	9m 36s	1m 35s	297.2%	674.3 MB	1 GB	1.6 GB	1.8 GB
82	bd/4c8e7b	6386388	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:11.718	9m 38s	2m 2s	300.6%	698.8 MB	1 GB	2.1 GB	2.3 GB
81	ed/f95bfe	6386386	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:09.719	9m 40s	1m 47s	299.3%	669.2 MB	1.1 GB	1.7 GB	1.9 GB
87	c6/c12e4b	6386392	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:15.718	9m 34s	1m 54s	343.4%	670.8 MB	1 GB	2.1 GB	2.4 GB
86	c4/c63994	6386391	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:14.718	9m 35s	1m 13s	337.5%	648.6 MB	1 GB	1.5 GB	1.7 GB
90	35/23bb81	6386394	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:17.717	9m 32s	1m 22s	340.3%	664.3 MB	1 GB	1.5 GB	1.7 GB
91	0e/c03168	6386395	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:18.718	9m 31s	1m 23s	340.1%	650.8 MB	1 GB	1.7 GB	2 GB
55	29/54350c	6386349	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:42.718	11m 7s	5m 13s	354.0%	791.4 MB	1.1 GB	6.6 GB	7.4 GB
83	fa/11e4d9	6386387	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:10.719	10m 39s	3m	338.5%	1.2 GB	1.6 GB	3.5 GB	4 GB
85	bb/f28db3	6386389	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:12.719	10m 37s	3m 4s	300.4%	790.8 MB	1 GB	3.2 GB	3.6 GB
89	30/9e8ea8	6386397	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:20.718	10m 29s	1m 44s	303.0%	642.7 MB	1 GB	1.9 GB	2.1 GB
93	5f/de35bd	6386399	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:22.718	10m 27s	1m 40s	352.3%	712.8 MB	1.1 GB	2.1 GB	2.4 GB
95	98/7bfa92	6386400	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:23.718	10m 26s	1m 43s	304.6%	666.1 MB	1 GB	1.7 GB	1.9 GB
101	f8/823f8d	6386403	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:26.718	10m 23s	1m 28s	325.7%	787.5 MB	1 GB	1.7 GB	1.9 GB
99	d3/7d5ddb	6386404	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:27.719	10m 22s	1m 27s	339.5%	652.5 MB	1.1 GB	1.8 GB	2.1 GB
37	6a/fa3e9b	6386329	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:22.718	12m 27s	8m 54s	326.7%	1.3 GB	1.6 GB	9.7 GB	10.8 GB
100	a3/b2183d	6386405	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:28.719	11m 21s	3m	322.2%	694.1 MB	1 GB	3.5 GB	3.9 GB
29	f7/4e581c	6386325	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:18.719	12m 31s	9m 58s	293.7%	815.5 MB	1.1 GB	8.8 GB	9.9 GB
98	2d/5c2b37	6386409	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:32.718	11m 17s	1m 29s	339.0%	650.5 MB	1 GB	1.8 GB	2.1 GB
106	33/c7a122	6386411	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:34.718	11m 15s	1m 47s	281.2%	651.7 MB	1 GB	1.7 GB	1.8 GB
108	24/aac770	6386412	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:35.719	11m 14s	1m 17s	332.4%	687.8 MB	1 GB	1.4 GB	1.6 GB
109	75/36688a	6386413	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:36.719	11m 13s	1m 50s	321.4%	703.7 MB	1 GB	2.1 GB	2.3 GB
112	4f/00119b	6386414	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:37.719	11m 12s	1m 22s	320.9%	667.7 MB	1 GB	1.5 GB	1.7 GB
107	e8/761395	6386410	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:33.718	11m 16s	1m 37s	287.6%	646.4 MB	1 GB	1.6 GB	1.8 GB
42	ef/e246f0	6386336	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:29.719	13m 20s	8m 30s	342.7%	799.4 MB	1.1 GB	10.1 GB	11.3 GB
88	f2/1dce2a	6386393	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:16.719	12m 33s	4m 32s	292.3%	707.3 MB	1 GB	4 GB	4.2 GB
114	62/d8553f	6386417	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:40.718	12m 9s	1m 45s	348.5%	665.7 MB	1 GB	2.2 GB	2.5 GB
115	45/7aa8f6	6386426	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:43.720	12m 6s	1m 19s	316.7%	673.8 MB	1 GB	1.5 GB	1.6 GB
30	01/136039	6386324	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:17.721	14m 32s	11m 5s	288.8%	939.7 MB	1.3 GB	10.4 GB	11.7 GB
97	e5/6d2a78	6386402	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:25.720	13m 24s	4m 28s	304.8%	843.9 MB	1 GB	4.8 GB	5.4 GB
105	5f/93ecbc	6386408	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:31.719	13m 18s	3m 34s	335.4%	710.9 MB	1.1 GB	4 GB	4.3 GB
118	31/d5092c	6386428	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:45.719	13m 4s	2m 18s	343.9%	683.5 MB	1 GB	2.8 GB	3.2 GB
96	b9/702b48	6386401	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:24.719	13m 25s	4m 59s	290.1%	867.7 MB	1.1 GB	5.1 GB	5.8 GB
116	63/71b024	6386431	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:48.718	13m 1s	2m 5s	342.3%	687.6 MB	1 GB	2.5 GB	2.8 GB
121	5d/a48a6d	6386432	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:49.718	13m	1m 25s	336.7%	710 MB	1 GB	1.6 GB	1.8 GB
122	12/3d7e4a	6386434	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:51.718	12m 58s	1m 24s	339.8%	657.1 MB	1.1 GB	1.7 GB	1.9 GB
123	0a/c0fa8e	6386433	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:50.719	12m 59s	1m 40s	294.2%	636.1 MB	1 GB	1.6 GB	1.8 GB
126	7c/77e13a	6386437	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:54.718	12m 55s	1m 33s	277.6%	644.6 MB	1.1 GB	1.4 GB	1.6 GB
128	16/8dc84f	6386440	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:57.718	12m 52s	1m 48s	331.6%	721.1 MB	1 GB	2.1 GB	2.3 GB
129	f1/a9886d	6386441	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:58.719	12m 51s	1m 4s	341.0%	645.4 MB	1 GB	1.3 GB	1.5 GB
61	dc/e6d00a	6386364	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:47.719	15m 2s	9m 30s	308.1%	760.6 MB	1 GB	9.6 GB	10.8 GB
47	3d/5a2aee	6386342	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:35.719	15m 14s	10m 39s	274.4%	906.7 MB	1.4 GB	9.5 GB	10.6 GB
27	51/7bf06e	6386323	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:16.791	15m 33s	12m 17s	300.2%	791.6 MB	1.1 GB	12.5 GB	14 GB
72	56/ff1c37	6386376	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:59.718	14m 50s	7m 15s	293.1%	872.1 MB	1.3 GB	7.3 GB	8.2 GB
102	ed/bc96af	6386406	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:29.718	14m 20s	4m 33s	292.1%	674.7 MB	1 GB	4.4 GB	4.9 GB
51	31/fc7d00	6386346	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:39.718	15m 10s	10m 3s	312.6%	998.5 MB	1.3 GB	10.6 GB	11.8 GB
113	de/0ba008	6386415	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:38.718	14m 11s	4m 45s	297.7%	716.8 MB	1 GB	4.7 GB	5 GB
103	4b/fb02b8	6386407	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:30.719	14m 19s	4m 5s	293.7%	695.4 MB	1.1 GB	3.7 GB	3.9 GB
119	ea/d36053	6386427	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:44.718	14m 5s	3m 38s	298.3%	712.1 MB	1 GB	3.6 GB	3.8 GB
120	43/6996b4	6386430	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:47.718	14m 2s	3m 39s	343.2%	723.2 MB	1.1 GB	4 GB	4.5 GB
110	1b/04740c	6386419	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:42.718	14m 7s	3m 48s	339.7%	733.9 MB	1 GB	4.3 GB	4.6 GB
117	0d/1e6d5b	6386429	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:46.719	14m 3s	3m 30s	336.8%	699.5 MB	1 GB	3.9 GB	4.4 GB
133	1a/8869c8	6386446	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:51:03.724	13m 46s	1m 19s	322.8%	772.4 MB	1 GB	1.4 GB	1.6 GB
134	6a/387e50	6386444	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:51:01.717	13m 48s	1m 34s	327.7%	677.4 MB	1 GB	1.7 GB	1.9 GB
136	d1/38e24e	6386445	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:51:02.723	13m 47s	1m 49s	309.4%	725.2 MB	1 GB	1.7 GB	2 GB
127	0f/927538	6386447	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:51:04.718	13m 45s	1m 38s	299.9%	656.1 MB	1 GB	1.6 GB	1.8 GB
140	a9/0bf691	6386449	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:51:06.719	13m 43s	1m 54s	299.1%	680.1 MB	1 GB	1.9 GB	2.2 GB
138	a4/a78dc6	6386450	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:51:07.718	13m 42s	1m 44s	344.3%	672 MB	1 GB	2.1 GB	2.4 GB
137	17/e3fa59	6386448	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:51:05.719	13m 44s	1m 55s	326.2%	760.6 MB	1 GB	2.3 GB	2.6 GB
71	80/ff9e36	6386378	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:01.720	15m 48s	8m 57s	354.8%	801.7 MB	1 GB	11 GB	12.3 GB
130	52/184538	6386438	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:55.718	14m 54s	3m 52s	319.6%	713.8 MB	1 GB	4.1 GB	4.4 GB
104	aa/daefbe	6386416	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:39.718	15m 10s	4m 17s	276.6%	1.2 GB	1.5 GB	3.9 GB	4.2 GB
131	b7/e2dd9f	6386439	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:56.739	14m 53s	3m 10s	302.4%	689.2 MB	1.1 GB	3.1 GB	3.5 GB
142	92/5e6a9b	6386455	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:51:11.718	14m 38s	1m 43s	308.1%	646.1 MB	1 GB	1.8 GB	2 GB
144	54/468a9d	6386456	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:51:12.719	14m 37s	1m 23s	339.8%	645.8 MB	1 GB	1.7 GB	1.9 GB
66	f8/19b600	6386373	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:49:56.718	16m 53s	10m 29s	328.3%	788 MB	1 GB	12.5 GB	14.1 GB
80	24/2d7731	6386384	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:50:07.719	16m 42s	9m 15s	337.0%	902.4 MB	1.2 GB	10.7 GB	12 GB
145	f4/1ed87b	6386457	snp_calling:trimSequences (Fastp trimming fastq files)	COMPLETED	0	2026-03-26 15:51:13.718	15m 36s	2m 33s	300.6%	896.1 MB	1.3 GB	2.5 GB	2.8 GB
