task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
349	30/cb095e	6386807	snp_calling:bwaMap (BWA-mem mapping)	COMPLETED	0	2026-03-26 16:06:49.761	3h 27m	2h 52m 55s	397.2%	1.9 GB	2.2 GB	14.8 GB	82.3 GB
694	e2/cf712f	6388358	snp_calling:samtoolsSort (Samtools sorting bam files)	COMPLETED	0	2026-03-26 18:18:49.837	1h 15m	24m 57s	121.1%	3.4 GB	4.1 GB	64 GB	33.6 GB
653	e1/852ed3	6388248	snp_calling:samtoolsSort (Samtools sorting bam files)	COMPLETED	0	2026-03-26 18:04:49.786	1h 29m	36m 35s	122.5%	3.4 GB	4 GB	90.7 GB	49 GB
773	e4/786078	6388568	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:48:49.808	45m	9m 26s	98.8%	239.2 MB	4.2 GB	3.9 GB	4.1 GB
786	83/17cc08	6388592	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:52:49.822	41m	8m 27s	98.9%	240.4 MB	4.1 GB	3.7 GB	3.8 GB
791	c5/0831d1	6388605	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:54:49.832	39m	7m 10s	99.0%	240.4 MB	4.2 GB	3.5 GB	3.6 GB
811	66/130d3c	6388630	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 18:57:53.805	35m 56s	3m 59s	98.9%	2 GB	4.1 GB	3.7 GB	2 GB
813	cc/7a29ae	6388640	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:58:50.811	34m 59s	4m 19s	98.9%	242.5 MB	4.2 GB	2.1 GB	2.2 GB
701	d7/ffe10a	6388378	snp_calling:samtoolsSort (Samtools sorting bam files)	COMPLETED	0	2026-03-26 18:22:49.791	1h 12m	26m 25s	122.9%	3.4 GB	4.2 GB	65.3 GB	35 GB
776	b4/a3fc7b	6388579	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:50:49.824	44m	9m 43s	98.6%	240.8 MB	4.2 GB	4.1 GB	4.2 GB
809	8d/fd0f09	6388629	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 18:57:52.806	36m 57s	5m 15s	98.6%	2.1 GB	4.2 GB	4.8 GB	2.8 GB
789	69/6d7700	6388600	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:53:49.833	41m	7m 56s	99.0%	239.4 MB	4.2 GB	3.8 GB	3.9 GB
790	50/5d4044	6388604	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:54:49.810	40m	7m 54s	98.8%	240.5 MB	4.2 GB	3.8 GB	3.9 GB
810	78/3a4e67	6388631	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 18:57:54.806	36m 55s	5m	98.7%	2.1 GB	4.2 GB	4.1 GB	2.4 GB
814	02/c40a88	6388639	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:58:49.830	36m	5m 1s	98.3%	234.9 MB	4.2 GB	2.1 GB	2.2 GB
815	48/e6c5a3	6388641	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 18:58:51.812	35m 58s	5m 23s	98.8%	2.1 GB	4.2 GB	4.9 GB	2.9 GB
816	50/15e785	6388642	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 18:58:52.812	35m 57s	5m 30s	99.0%	2.1 GB	4.2 GB	4.6 GB	2.7 GB
821	ce/2bd9b9	6388647	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 18:59:52.830	34m 57s	4m 33s	98.8%	2 GB	4.2 GB	4 GB	2.3 GB
823	03/33ae18	6388650	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:00:49.833	34m	4m 41s	99.0%	237.7 MB	4.2 GB	2.3 GB	2.3 GB
820	4c/0ab48c	6388646	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 18:59:51.830	34m 58s	4m 33s	98.7%	2.1 GB	4.2 GB	4.3 GB	2.4 GB
808	06/9bfed2	6388628	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:57:51.806	37m 58s	6m 58s	98.8%	237.5 MB	4.2 GB	3.4 GB	3.5 GB
818	6b/84a9d6	6388644	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 18:59:49.860	36m	4m 58s	99.0%	2.1 GB	4.2 GB	4.7 GB	2.7 GB
819	e7/201091	6388645	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 18:59:50.830	35m 59s	5m 21s	98.7%	2 GB	4.2 GB	4.4 GB	2.5 GB
825	c1/348a49	6388652	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:00:51.806	34m 58s	5m 23s	98.9%	2.1 GB	4.2 GB	5 GB	2.9 GB
826	73/d299dc	6388653	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:00:52.808	34m 57s	5m 30s	98.9%	2.1 GB	4.2 GB	5.1 GB	2.9 GB
827	c9/d36f65	6388654	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:00:53.807	34m 56s	4m 40s	98.9%	2.1 GB	4.2 GB	4.3 GB	2.5 GB
807	0c/616aed	6388627	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:57:50.807	38m 59s	8m 3s	98.8%	234.1 MB	4.2 GB	3.6 GB	3.7 GB
824	65/b03d59	6388651	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:00:50.807	35m 59s	6m 34s	98.4%	2.1 GB	4.2 GB	5.5 GB	3.2 GB
829	c1/fd35a6	6388661	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:01:49.836	35m	4m 36s	98.8%	2.1 GB	4.2 GB	4.4 GB	2.3 GB
836	7a/9384c3	6388675	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:02:52.808	33m 57s	4m 36s	98.7%	2 GB	4.2 GB	4.3 GB	2.4 GB
842	e6/17bf42	6388692	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:03:53.818	32m 56s	3m 44s	98.7%	2.1 GB	4.2 GB	3.5 GB	2 GB
436	b5/8c4bb6	6386964	snp_calling:bwaMap (BWA-mem mapping)	COMPLETED	0	2026-03-26 16:16:49.803	3h 21m	2h 19m 12s	376.5%	1.4 GB	1.6 GB	12 GB	62 GB
709	ec/15d8b8	6388392	snp_calling:samtoolsSort (Samtools sorting bam files)	COMPLETED	0	2026-03-26 18:24:49.792	1h 13m	25m 41s	123.6%	3.4 GB	4.2 GB	64.2 GB	34.7 GB
799	b4/3b9201	6388618	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 18:55:52.835	41m 57s	10m 5s	96.6%	2.1 GB	4.2 GB	4.2 GB	2.4 GB
817	9a/023db1	6388643	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:59:49.832	38m	7m 33s	98.9%	237.1 MB	4.1 GB	3.6 GB	3.7 GB
830	b5/b26508	6388662	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:01:50.813	35m 59s	4m 55s	98.8%	2.1 GB	4.2 GB	4.5 GB	2.6 GB
835	59/125696	6388674	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:02:51.809	34m 58s	5m 26s	98.9%	2.1 GB	4.2 GB	5 GB	2.9 GB
834	60/199e9b	6388676	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:02:53.807	34m 56s	4m 54s	98.8%	2.1 GB	4.2 GB	4.6 GB	2.7 GB
853	7d/991327	6388719	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:06:51.819	30m 58s	3m 46s	98.8%	2.1 GB	4.2 GB	3.5 GB	2 GB
806	39/0b1b24	6388626	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:57:49.834	41m	9m 59s	99.0%	237.6 MB	4.2 GB	4.8 GB	5 GB
828	f8/b24b4b	6388660	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:01:49.811	37m	7m 21s	98.8%	236.3 MB	4.2 GB	3.5 GB	3.6 GB
833	1c/3e4465	6388673	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:02:50.808	35m 59s	6m 43s	98.9%	2.1 GB	4.2 GB	6.1 GB	3.6 GB
838	80/2eb45e	6388688	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:03:49.833	35m	6m 10s	98.9%	2.1 GB	4.2 GB	5.6 GB	3.3 GB
839	89/606f94	6388689	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:03:50.818	34m 59s	5m 13s	98.7%	2.1 GB	4.2 GB	4.8 GB	2.8 GB
840	a1/e968e8	6388690	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:03:51.818	34m 58s	5m 35s	98.9%	2.1 GB	4.2 GB	5.3 GB	3 GB
841	bf/27ac91	6388691	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:03:52.817	34m 57s	5m 4s	98.8%	2.1 GB	4.2 GB	4.8 GB	2.7 GB
845	40/c2e39a	6388702	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:04:50.808	33m 59s	5m 15s	99.1%	2.1 GB	4.2 GB	4.9 GB	2.9 GB
847	2c/fc232c	6388708	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:05:49.834	33m	5m 34s	98.4%	2.1 GB	4.2 GB	4.5 GB	2.6 GB
846	57/664f68	6388703	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:04:51.809	33m 58s	5m 42s	98.6%	2.1 GB	4.2 GB	5.1 GB	2.9 GB
849	96/5ed824	6388710	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:05:50.835	32m 59s	3m 55s	98.8%	2 GB	4.2 GB	3.7 GB	2 GB
857	ff/ee0df9	6388725	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:07:51.807	30m 58s	3m 57s	98.9%	2.1 GB	4.2 GB	3.7 GB	2.1 GB
867	55/3b0f3f	6388737	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:09:51.809	28m 58s	3m 44s	98.9%	2.1 GB	4.2 GB	3.6 GB	2 GB
812	c7/3b3af4	6388638	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 18:58:49.813	41m	9m 56s	98.8%	240.6 MB	4.2 GB	4.2 GB	4.3 GB
832	03/293b8e	6388672	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:02:49.834	37m	7m 38s	99.0%	235 MB	4.2 GB	3.6 GB	3.7 GB
844	7b/957a9b	6388700	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:04:49.832	35m	6m 30s	98.9%	2.1 GB	4.2 GB	6.1 GB	3.6 GB
859	65/136881	6388727	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:07:53.808	31m 56s	4m 28s	98.5%	2.1 GB	4.2 GB	4.1 GB	2.3 GB
860	12/348676	6388728	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:07:54.807	31m 55s	4m 19s	98.9%	2 GB	4.2 GB	4 GB	2.3 GB
861	0b/8016a4	6388729	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:07:55.807	31m 54s	4m 7s	98.8%	2.1 GB	4.2 GB	3.8 GB	2.2 GB
862	96/d4d5ba	6388730	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:07:56.808	31m 53s	4m	99.0%	2 GB	4.2 GB	4 GB	2.1 GB
866	9f/0dbeb6	6388736	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:09:50.810	29m 59s	4m 21s	98.8%	2.1 GB	4.1 GB	4.1 GB	2.3 GB
725	cf/9e5a27	6388436	snp_calling:samtoolsSort (Samtools sorting bam files)	COMPLETED	0	2026-03-26 18:30:49.794	1h 10m	26m 38s	122.8%	3.4 GB	4 GB	66.5 GB	36 GB
720	8e/2a739f	6388415	snp_calling:samtoolsSort (Samtools sorting bam files)	COMPLETED	0	2026-03-26 18:28:49.833	1h 12m	26m 14s	116.6%	3.4 GB	4 GB	64.1 GB	33.8 GB
837	f2/3390ec	6388687	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:03:49.815	37m	7m 57s	98.9%	236.2 MB	4.2 GB	3.8 GB	3.9 GB
848	63/7bae2e	6388709	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:05:49.855	35m	7m 5s	98.5%	2.1 GB	4.2 GB	5.7 GB	3.3 GB
852	fc/3592a9	6388718	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:06:50.818	33m 59s	6m 29s	99.0%	2.1 GB	4.2 GB	6 GB	3.4 GB
858	92/61b573	6388726	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:07:52.807	32m 57s	6m 40s	98.9%	2 GB	4.2 GB	6.4 GB	3.6 GB
871	7f/62c183	6388742	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:11:50.843	28m 59s	4m 43s	98.9%	2.1 GB	4.2 GB	4.4 GB	2.5 GB
872	ea/d8d947	6388743	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:11:51.837	28m 58s	4m 47s	98.9%	2.1 GB	4.3 GB	4.4 GB	2.6 GB
874	77/42a0bf	6388745	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:11:53.838	28m 56s	4m 10s	98.9%	2 GB	4.2 GB	3.9 GB	2.3 GB
878	e7/b4ca09	6388750	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:12:51.833	27m 58s	4m 38s	98.9%	2 GB	4.2 GB	4.3 GB	2.5 GB
732	6a/8e74dc	6388468	snp_calling:samtoolsSort (Samtools sorting bam files)	COMPLETED	0	2026-03-26 18:34:49.799	1h 7m	26m 43s	120.3%	3.4 GB	4.1 GB	69 GB	35.8 GB
870	1d/3906d6	6388740	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:11:49.836	30m	4m 52s	98.4%	2.1 GB	4.2 GB	4.4 GB	2.5 GB
851	1e/a4269f	6388717	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:06:49.837	35m	7m 46s	98.9%	240.5 MB	4.1 GB	3.7 GB	3.8 GB
873	dc/1de35f	6388744	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:11:52.837	29m 57s	4m 53s	98.7%	2.1 GB	4.2 GB	4.4 GB	2.6 GB
877	78/3af980	6388748	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:12:49.850	29m	5m 15s	98.9%	2.1 GB	4.1 GB	5 GB	2.8 GB
880	1c/0677d1	6388757	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:13:49.855	28m	4m 20s	98.8%	2.1 GB	4.2 GB	4 GB	2.3 GB
884	b3/cf51b6	6388761	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:13:53.837	27m 56s	4m 23s	98.8%	2.1 GB	4.2 GB	4.1 GB	2.3 GB
891	3f/f11fcc	6388775	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:15:49.836	26m	3m 43s	98.8%	2 GB	4.2 GB	3.5 GB	1.9 GB
850	17/cd613b	6388716	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:06:49.820	36m	8m 14s	98.9%	236.6 MB	4.2 GB	3.9 GB	4.1 GB
868	ac/f9859e	6388738	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:09:52.809	32m 57s	7m 32s	98.9%	240.2 MB	4.2 GB	3.7 GB	3.8 GB
883	fe/b75f2c	6388759	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:13:51.848	28m 58s	4m 57s	98.6%	2 GB	4.1 GB	4.5 GB	2.6 GB
882	7e/5832fa	6388760	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:13:52.837	28m 57s	5m 20s	98.7%	2.1 GB	4.2 GB	4.9 GB	2.8 GB
887	78/690aa6	6388768	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:14:50.810	27m 59s	5m 11s	98.8%	2.1 GB	4.2 GB	4.8 GB	2.8 GB
863	ca/867feb	6388732	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:08:49.901	34m	7m 1s	98.6%	2.1 GB	4.2 GB	5.7 GB	3.3 GB
889	7b/285c8d	6388770	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:14:52.810	27m 57s	4m 31s	98.9%	2.1 GB	4.2 GB	4.3 GB	2.4 GB
422	00/49377b	6386930	snp_calling:bwaMap (BWA-mem mapping)	COMPLETED	0	2026-03-26 16:13:49.785	3h 30m	2h 31m 11s	358.5%	1.4 GB	1.5 GB	12 GB	61.6 GB
856	9d/7185d8	6388724	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:07:50.807	35m 59s	9m 22s	98.9%	237.7 MB	4.2 GB	4.4 GB	4.6 GB
869	8c/654f31	6388741	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:11:49.853	32m	7m 38s	98.9%	2.1 GB	4.2 GB	7.1 GB	4 GB
875	0c/993487	6388747	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:12:49.832	31m	7m 25s	98.7%	2.1 GB	4.2 GB	6.2 GB	3.5 GB
876	59/77194b	6388749	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:12:50.834	30m 59s	7m 48s	98.9%	239.8 MB	4.2 GB	3.5 GB	3.6 GB
888	39/32b08a	6388769	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:14:51.810	28m 58s	6m 29s	98.9%	2.1 GB	4.2 GB	5.6 GB	3.3 GB
894	2e/0ce739	6388779	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:16:50.821	26m 59s	5m 28s	98.9%	2.1 GB	4.2 GB	5.1 GB	3 GB
881	ef/a8d4d4	6388758	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:13:50.837	29m 59s	6m 51s	98.8%	2.1 GB	4.2 GB	6.2 GB	3.6 GB
895	23/b88893	6388780	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:16:51.821	26m 58s	5m 27s	98.9%	2.1 GB	4.2 GB	5.1 GB	2.9 GB
896	4a/eaa95c	6388782	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:16:53.821	26m 56s	5m 6s	98.9%	2 GB	4.2 GB	4.8 GB	2.7 GB
905	ad/859431	6388797	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:18:51.814	24m 58s	4m 49s	98.8%	2.1 GB	4.2 GB	4.7 GB	2.5 GB
908	94/e68d91	6388799	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:18:53.814	24m 56s	4m 12s	98.8%	2 GB	4.2 GB	3.9 GB	2.3 GB
900	78/9a7ec4	6388788	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:17:50.812	26m 59s	4m 59s	98.9%	2.1 GB	4.2 GB	4.6 GB	2.7 GB
865	3b/f3fcf2	6388735	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:09:49.839	35m	9m 45s	98.4%	236.8 MB	4.2 GB	4.1 GB	4.2 GB
903	e1/367213	6388795	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:18:49.843	26m	5m 8s	98.9%	2.1 GB	4.2 GB	4.7 GB	2.7 GB
909	a0/cc711c	6388801	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:18:55.815	25m 54s	4m 42s	98.5%	2 GB	4.2 GB	4.3 GB	2.5 GB
904	84/8eeb3d	6388796	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:18:50.814	25m 59s	5m 49s	98.8%	2.1 GB	4.2 GB	5.3 GB	3.1 GB
917	ce/511501	6388812	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:20:51.854	23m 58s	4m 2s	98.9%	2.1 GB	4.2 GB	3.7 GB	2.2 GB
879	7d/b2950e	6388756	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:13:49.837	32m	8m 19s	98.8%	240.6 MB	4.2 GB	3.9 GB	4 GB
890	27/ebeaed	6388774	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:15:49.816	30m	7m 6s	99.0%	234.9 MB	4.2 GB	3.4 GB	3.5 GB
899	6e/880d42	6388787	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:17:49.829	28m	6m 41s	98.9%	238.5 MB	4.2 GB	3.2 GB	3.3 GB
901	ac/44f154	6388789	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:17:51.813	27m 58s	6m 35s	98.7%	2.1 GB	4.2 GB	6 GB	3.5 GB
907	56/bbbd63	6388800	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:18:54.814	26m 55s	6m 13s	98.9%	2.1 GB	4.2 GB	5.9 GB	3.2 GB
913	96/971021	6388806	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:19:51.820	25m 58s	5m 24s	98.9%	2.1 GB	4.2 GB	5.1 GB	2.9 GB
923	1c/786a07	6388823	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:22:49.871	23m	4m 31s	98.9%	2.1 GB	4.2 GB	4.2 GB	2.4 GB
924	e7/b337fd	6388824	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:22:50.850	22m 59s	4m	98.9%	2.1 GB	4.2 GB	3.7 GB	2.1 GB
927	99/4a83d4	6388829	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:23:50.827	21m 59s	4m 34s	98.8%	2 GB	4.2 GB	4.2 GB	2.4 GB
928	f9/bdddf1	6388830	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:23:51.861	21m 58s	4m 23s	98.9%	2.1 GB	4.1 GB	4.2 GB	2.4 GB
434	6e/105d91	6386963	snp_calling:bwaMap (BWA-mem mapping)	COMPLETED	0	2026-03-26 16:16:49.785	3h 30m	2h 29m 50s	397.2%	1.5 GB	1.7 GB	13.3 GB	68.8 GB
892	29/21c673	6388777	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:16:49.824	30m	8m 39s	98.9%	234.4 MB	4.2 GB	4.1 GB	4.2 GB
893	d3/aa79bd	6388778	snp_calling:addRG (Picard add RG to bam files)	COMPLETED	0	2026-03-26 19:16:49.847	30m	8m 37s	98.9%	234.2 MB	4.3 GB	4.1 GB	4.2 GB
912	7b/9d6c4f	6388805	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:19:50.820	26m 59s	6m 21s	98.7%	2.1 GB	4.2 GB	5.9 GB	3.2 GB
921	48/384f7b	6388819	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:21:51.816	24m 58s	5m 7s	98.9%	2 GB	4.2 GB	4.7 GB	2.7 GB
936	97/05f345	6388840	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:24:55.821	21m 54s	4m 30s	98.7%	2 GB	4.2 GB	4.2 GB	2.4 GB
350	f5/f82eea	6386808	snp_calling:bwaMap (BWA-mem mapping)	COMPLETED	0	2026-03-26 16:06:49.798	3h 41m	3h 6m 54s	375.3%	1.4 GB	1.6 GB	12.8 GB	66.2 GB
915	39/3a2a88	6388810	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:20:49.899	27m	7m 21s	98.9%	2.1 GB	4.3 GB	6.8 GB	3.9 GB
920	69/ef5754	6388818	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:21:50.816	25m 59s	6m 25s	98.9%	2.1 GB	4.2 GB	5.9 GB	3.4 GB
925	84/10e3e7	6388827	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:23:49.825	24m	5m 53s	98.7%	2.1 GB	4.2 GB	5.5 GB	3.1 GB
946	c4/ad6d17	6388850	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:25:56.814	21m 53s	4m 25s	98.8%	2 GB	4.2 GB	4 GB	2.3 GB
948	3b/1012d7	6388852	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:25:58.814	21m 51s	4m 40s	98.6%	2.1 GB	4.2 GB	4.2 GB	2.4 GB
737	fa/f27b99	6388488	snp_calling:samtoolsSort (Samtools sorting bam files)	COMPLETED	0	2026-03-26 18:36:49.795	1h 12m	31m 24s	122.8%	3.4 GB	4 GB	76.9 GB	41.9 GB
914	88/a1206d	6388809	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:20:49.878	28m	8m 14s	98.8%	2.1 GB	4.2 GB	7.6 GB	4.4 GB
911	11/39e89d	6388804	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:19:49.837	29m	8m 43s	98.6%	2.1 GB	4.2 GB	8.1 GB	4.5 GB
943	35/e1ad46	6388847	snp_calling:dupRemoval (Picard removing duplicates from bam files)	COMPLETED	0	2026-03-26 19:25:53.813	22m 56s	5m 46s	98.5%	2.1 GB	4.2 GB	5.4 GB	3.1 GB
