RepAdaptID	sampleID	populationID	scientificName	scientificNameID	identificationRemarks	location	locality	countryCode	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimDepth	locationRemarks	eventDate
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22734	TOST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Tormasad	Scotland	GB	57.5645625897949	-7.32025322532752	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22736	TOST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Tormasad	Scotland	GB	57.5645625897949	-7.32025322532752	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22737	TOST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Tormasad	Scotland	GB	57.5645625897949	-7.32025322532752	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22738	TOST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Tormasad	Scotland	GB	57.5645625897949	-7.32025322532752	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22739	TOST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Tormasad	Scotland	GB	57.5645625897949	-7.32025322532752	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22740	TOST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Tormasad	Scotland	GB	57.5645625897949	-7.32025322532752	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22746	BHRU	Gasterosteus aculeatus	GBIFtaxonID:4286327		Bhrusda	Scotland	GB	57.7261767005915	-7.17750141829233	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22747	BHRU	Gasterosteus aculeatus	GBIFtaxonID:4286327		Bhrusda	Scotland	GB	57.7261767005915	-7.17750141829233	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22748	BHRU	Gasterosteus aculeatus	GBIFtaxonID:4286327		Bhrusda	Scotland	GB	57.7261767005915	-7.17750141829233	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22750	BHRU	Gasterosteus aculeatus	GBIFtaxonID:4286327		Bhrusda	Scotland	GB	57.7261767005915	-7.17750141829233	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22751	BHST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Bhrusda	Scotland	GB	57.7261767005915	-7.17750141829233	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22753	BHST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Bhrusda	Scotland	GB	57.7261767005915	-7.17750141829233	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22754	BHST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Bhrusda	Scotland	GB	57.7261767005915	-7.17750141829233	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22755	BHST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Bhrusda	Scotland	GB	57.7261767005915	-7.17750141829233	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22756	BHST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Bhrusda	Scotland	GB	57.7261767005915	-7.17750141829233	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22759	BHST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Bhrusda	Scotland	GB	57.7261767005915	-7.17750141829233	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22761	HOST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Hosta	Scotland	GB	57.6240233627895	-7.48664485140043	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22762	HOST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Hosta	Scotland	GB	57.6240233627895	-7.48664485140043	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22765	HOST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Hosta	Scotland	GB	57.6240233627895	-7.48664485140043	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22766	HOST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Hosta	Scotland	GB	57.6240233627895	-7.48664485140043	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22768	HOST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Hosta	Scotland	GB	57.6240233627895	-7.48664485140043	WGS84				
rawg0173_Gasterosteus_aculeatus_Patterson	Uist22770	HOST	Gasterosteus aculeatus	GBIFtaxonID:4286327		Hosta	Scotland	GB	57.6240233627895	-7.48664485140043	WGS84				
